Shoe name,Sale price,Original price,Discount percentage,More info,Shoe picture
Nike T90 SP,"R 1 599,99","R 1 999,95",-20% off,https://www.nike.com/za/t/t90-sp-shoes-j4TPHH/HJ9351-001,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/13c890c4-bdf9-4470-aecf-f249d7acfc9f/T90+SP.png"
Nike Air Max 95,"R 2 599,99","R 3 699,95",-29% off,https://www.nike.com/za/t/air-max-95-shoes-kNzx6z/IB7682-001,https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/fb125c4f-604c-454d-803b-8b2e6b35094b/NIKE+AIR+MAX+95+OG.png
Nike Shox TL,"R 2 699,99","R 3 299,95",-18% off,https://www.nike.com/za/t/shox-tl-shoes-Xks1HCEl/IQ0295-010,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/61303ff0-baa6-477c-9403-203e3a7cde00/NIKE+SHOX+TL.png"
"Giannis Freak 7 ""Mythos""","R 1 699,99","R 2 299,95",-26% off,https://www.nike.com/za/t/giannis-freak-7-mythos-basketball-shoes-nfSwwf/HF3450-006,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/311aac57-bdcd-4f34-8a70-b123a5fbe6dc/GIANNIS+FREAK+7.png"
Nike Air Max 95 Big Bubble,"R 2 599,99","R 3 699,95",-29% off,https://www.nike.com/za/t/air-max-95-big-bubble-shoes-4nh7nk/HJ5996-002,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/75629f9f-da7a-4ed7-9ba4-1137179d4028/W+NIKE+AIR+MAX+95+BIG+BUBBLE.png"
Nike Field General,"R 1 699,99","R 2 399,95",-29% off,https://www.nike.com/za/t/field-general-shoes-VWTZmW/IH4478-009,https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/eb25215a-a1af-4067-b794-11b7dcac6f25/W+NIKE+FIELD+GENERAL.png
Nike Free Metcon 6,"R 2 099,99","R 2 599,95",-19% off,https://www.nike.com/za/t/free-metcon-6-workout-shoes-pTZrPG/FJ7127-008,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/5b48d131-d445-4dcd-adc2-7c3783844ab8/NIKE+FREE+METCON+6.png"
Air Jordan 1 Low,"R 2 099,99","R 2 599,95",-19% off,https://www.nike.com/za/t/air-jordan-1-low-shoes-Q2ZLMh/553558-040,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/3caf23f9-e189-460e-b5b9-d7a57f1d32b4/AIR+JORDAN+1+LOW.png"
Nike Air Max TL 2.5,"R 2 799,99","R 3 499,95",-20% off,https://www.nike.com/za/t/air-max-tl-2-5-shoes-fXbsbV/FZ4110-002,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/283065ab-c44d-4a7a-9de8-4830121a1496/AIR+MAX+TL+2.5.png"
Mens Asics Japan S White/Gold Sneaker,"R1,199.95","R1,599.95",-25% off,https://www.bash.com/mens-asics-japan-s-white-gold-sneaker-190605acbx5/p,https://thefoschini.vtexassets.com/arquivos/ids/223968442-300-400/0db241a1-a898-4301-88ce-416ea19d0dae.png?v=639058005340700000
Mens Asics Gel-Excite Green/Black Sneaker,"R1,399.95","R1,799.95",-22% off,https://www.bash.com/mens-asics-gel-excite-green-black-sneaker-190605acbt9/p,https://thefoschini.vtexassets.com/arquivos/ids/223968595-300-400/0fd8e967-e7bc-4948-9367-55c33e2a558a.png?v=639058005765700000
Women's Asics Tiger Runner Cream/Grey Sneaker,"R1,299.95","R1,699.95",-24% off,https://www.bash.com/women-s-asics-tiger-runner-cream-grey-sneaker-190605acbw1/p,https://thefoschini.vtexassets.com/arquivos/ids/223786759-300-400/5e012e4f-6502-4a15-8ddf-8279bbd17217.png?v=639050126672600000
Women's Asics Lyte Classic White/Purple Sneaker,"R1,399.95","R1,799.95",-22% off,https://www.bash.com/women-s-asics-lyte-classic-white-purple-sneaker-190605acbv7/p,https://thefoschini.vtexassets.com/arquivos/ids/223786296-300-400/94036b0c-5c66-4177-9a23-5fff7d574fbf.png?v=639050124540430000
Women's Asics Patriot 14 Black/White Sneaker,R999.95,"R1,399.95",-29% off,https://www.bash.com/women-s-asics-patriot-14-black-white-sneaker-190605acbu5/p,https://thefoschini.vtexassets.com/arquivos/ids/223784268-300-400/4f8fdb26-f39c-46ca-b7a1-5557e8402b6e.png?v=639050116363200000
Women's Converse RSL CX Star Studded Hi-Top Burgundy/White Sneaker,"R1,499.95","R2,599.95",-42% off,https://www.bash.com/women-s-converse-rsl-cx-star-studded-hi-top-burgundy-white-sneaker-190605acae7/p,https://thefoschini.vtexassets.com/arquivos/ids/223777329-300-400/dfceb567-4c86-4c41-9cbe-9aabf9232d73.png?v=639047708989530000
Women's TomTom  ERL095-6 White/Purple Sneaker,R299.95,R399.95,-25% off,https://www.bash.com/women-s-tomtom-tt-erl095-6-white-purple-sneaker-190605abxq3/p,https://thefoschini.vtexassets.com/arquivos/ids/223776064-300-400/0748c900-f3ca-420d-82dd-82c4acfd875f.png?v=639047698704630000
Men's Superga Juno Jogger Black/White Sneaker,R999.95,"R1,199.95",-17% off,https://www.bash.com/men-s-superga-juno-jogger-black-white-sneaker-190605abzx2/p,https://thefoschini.vtexassets.com/arquivos/ids/223719547-300-400/56b9a8ce-11d0-4cef-874c-e62782a92f5e.png?v=639045824908730000
Men's Kappa Logo Karushi White/Black Sneaker,R799.95,R999.95,-20% off,https://www.bash.com/men-s-kappa-logo-karushi-white-black-sneaker-190605abue8/p,https://thefoschini.vtexassets.com/arquivos/ids/223716881-300-400/75ea9700-0420-4f68-a30f-49101e2eec5a.png?v=639045790801030000
Men's Kappa Authentic Nessa White/Black Sneaker,R899.95,"R1,199.95",-25% off,https://www.bash.com/men-s-kappa-mer-white-black-sneaker-190605abue1/p,https://thefoschini.vtexassets.com/arquivos/ids/223716851-300-400/34930ba8-87f4-49a1-831c-405d71abddf7.png?v=639045790320300000
Mens Asics Tiger Runner White/Brown Sneaker,"R1,299.95","R1,699.95",-24% off,https://www.bash.com/mens-asics-tiger-runner-white-brown-sneaker-190605acbw8/p,https://thefoschini.vtexassets.com/arquivos/ids/223657272-300-400/87086889-56fa-4c0f-b19a-cd69e41d2708.png?v=639041553177800000
Mens Asics Lyte Classic Navy/Cream Sneaker,"R1,399.95","R1,799.95",-22% off,https://www.bash.com/mens-asics-lyte-classic-navy-cream-sneaker-190605acbw3/p,https://thefoschini.vtexassets.com/arquivos/ids/223596285-300-400/16f5a6f7-87ac-4cd0-91f5-8545c2f6b23d.png?v=639039794411000000
Women's Superga 2750 Cotu Classic Grey/White Sneaker,R799.95,R999.95,-20% off,https://www.bash.com/women-s-superga-2750-cotu-classic-grey-white-sneaker-190605abvl2/p,https://thefoschini.vtexassets.com/arquivos/ids/223566465-300-400/7ae28679-daed-4419-843d-202c2a802675.png?v=639038829374370000
Mens Hi-tec Modesto White/Blue Sneaker,R699.95,R999.95,-30% off,https://www.bash.com/mens-hi-tec-modesto-white-blue-sneaker-190605acdl5/p,https://thefoschini.vtexassets.com/arquivos/ids/223554405-300-400/454ba14a-c332-4758-83f4-d99d123db215.png?v=639038013519130000
Women's Superga Vesta Ballerina White/Brown Sneaker,R999.95,"R1,399.95",-29% off,https://www.bash.com/women-s-superga-vesta-ballerina-white-brown-sneaker-190605abzx6/p,https://thefoschini.vtexassets.com/arquivos/ids/222962985-300-400/93c7e298-49db-4f0c-91a0-a5e24d95ec45.png?v=639015649852130000
Mens Kappa Logo Reece Black/White Sneaker,R799.95,R999.95,-20% off,https://www.bash.com/mens-kappa-logo-reece-black-white-sneaker-190605abue4/p,https://thefoschini.vtexassets.com/arquivos/ids/222962119-300-400/a1da91b7-5860-4160-8d55-3578747f48a5.png?v=639015636570130000
Jet Men's Black Double Band Sandal,R130.00,R199.99,-35% off,https://www.bash.com/jet-men-s-black-double-band-sandal-374506aciw6/p,https://thefoschini.vtexassets.com/arquivos/ids/222913709-300-400/1f5df98a-fb39-428d-9ee5-9ef977992b5c.png?v=639013825498800000
Mens Hi-tec Terea Blue/Grey Sneaker,R699.95,R999.95,-30% off,https://www.bash.com/mens-hi-tec-terea-blue-grey-sneaker-190605abxj4/p,https://thefoschini.vtexassets.com/arquivos/ids/222847904-300-400/a34d1808-687c-4811-b5e2-13bebdbba07f.png?v=639009380609370000
Women's Kappa Logo Ester White/Neutral Sneaker,R799.95,R999.95,-20% off,https://www.bash.com/women-s-kappa-logo-ester-white-neutral-sneaker-190605abuc9/p,https://thefoschini.vtexassets.com/arquivos/ids/222845112-300-400/25fb66ae-a95a-49ec-ad54-9285513d41c2.png?v=639008870054330000
Women's Superga 2750 Cotu Classic Red/White Sneaker,R799.95,R999.95,-20% off,https://www.bash.com/women-s-superga-2750-cotu-classic-red-white-sneaker-190605abvk2/p,https://thefoschini.vtexassets.com/arquivos/ids/222831019-300-400/33da7776-3b10-48ae-923d-93249932c8ba.png?v=639008691236770000
Mens Hi-tec Promenade Black/Orange Sneaker,R699.95,R999.95,-30% off,https://www.bash.com/mens-hi-tec-promenade-black-orange-sneaker-190605abxi3/p,https://thefoschini.vtexassets.com/arquivos/ids/222830335-300-400/aec38f84-ee1e-4b2f-8509-3cb59484593a.png?v=639008682879770000
Jet Women's Burgundy Slimsole Fashion Lace Up Sneaker,R180.00,R259.99,-31% off,https://www.bash.com/jet-women-s-burgundy-slimsole-fashion-lace-up-sneaker-374505aczt8/p,https://thefoschini.vtexassets.com/arquivos/ids/222830190-300-400/6bc2e61d-1ab8-48f5-a030-28141e061f3f.png?v=639008679486570000
Jet Men's Taupe Double Band Sandal,R130.00,R199.99,-35% off,https://www.bash.com/jet-men-s-taupe-double-band-sandal-374506aciw5/p,https://thefoschini.vtexassets.com/arquivos/ids/222792331-300-400/54cf62b9-7a1a-42a5-bf96-73d439b40ba2.png?v=639006915600270000
The FIX Women's Blue Jelly Slingback Pumps,R99.99,R199.99,-50% off,https://www.bash.com/the-fix-women-s-blue-jelly-slingback-pumps-170800abpe0/p,https://thefoschini.vtexassets.com/arquivos/ids/222791861-300-400/58f12c5a-75d6-4eb8-a3f0-85b9898a7940.png?v=639006042836170000
Women's Asics Lyte Clssic Brown Sneaker,"R1,399.95","R1,799.95",-22% off,https://www.bash.com/women-s-asics-lyte-clssic-brown-sneaker-190605abya9/p,https://thefoschini.vtexassets.com/arquivos/ids/222087644-300-400/eed2103d-0b5a-450c-84ff-5e4d31d5f149.png?v=638992692463930000
Mens Superga Hera White/Brown Slip-on Sneaker,R999.95,"R1,299.95",-23% off,https://www.bash.com/mens-superga-hera-white-brown-slip-on-sneaker-190605abzw8/p,https://thefoschini.vtexassets.com/arquivos/ids/222746726-300-400/f593fa91-7cdc-420f-9c49-d601439af2e6.png?v=639003597143870000
Mens Superga Hera Black/Gum Slip-On Sneaker,R999.95,"R1,299.95",-23% off,https://www.bash.com/mens-superga-hera-black-gum-slip-on-sneaker-190605abzw9/p,https://thefoschini.vtexassets.com/arquivos/ids/222746696-300-400/c6731545-96b9-4991-be40-2285cc4a16a6.png?v=639003596837230000
Mens Asics Lyte Classic Light Green Sneaker,"R1,399.95","R1,799.95",-22% off,https://www.bash.com/mens-asics-lyte-classic-light-green-sneaker-190605abyb7/p,https://thefoschini.vtexassets.com/arquivos/ids/222732593-300-400/c2b90a86-670a-4218-94ac-08a67632834a.png?v=639003384185070000
Crocs Men's Echo Camo Wave Black/Grey Clog,R899.10,"R1,399.95",-36% off,https://www.bash.com/crocs-men-s-echo-camo-wave-black-grey-clog-060602abqd0/p,https://thefoschini.vtexassets.com/arquivos/ids/222716530-300-400/2ff8984f-2d0e-4cd4-b13c-a52a61e30e26.png?v=639002716036470000
Crocs Men's Echo Wave Camo Army-Green/Multicolour Slide,R899.10,"R1,399.95",-36% off,https://www.bash.com/crocs-men-s-echo-wave-camo-army-green-multicolour-slide-060602abqc8/p,https://thefoschini.vtexassets.com/arquivos/ids/222711229-300-400/c934af8b-1b09-4332-869e-1893d4b26756.png?v=639002677027170000
